incident_id,date,city,area_type,drug_type,crime_type,quantity_seized_g,offender_age,offender_gender,prior_offenses,repeat_offender,arrest_made,risk_level
DC01912,2024-02-17,Jaipur,Industrial Area,Cannabis,Public Consumption,26.01,24,Male,0,0,1,Low
DC00436,2024-02-17,Kolkata,Commercial Zone,MDMA,Possession,9.32,30,Female,1,0,0,Low
DC00039,2024-02-17,Kolkata,Industrial Area,Cannabis,Possession,7.64,34,Male,0,0,0,Low
DC03485,2024-02-17,Hyderabad,Industrial Area,Heroin,Distribution,17.34,26,Male,1,0,1,Medium
DC03019,2024-02-17,Chennai,Commercial Zone,Cocaine,Possession,10.91,26,Male,3,1,0,Low
DC02359,2024-02-18,Hyderabad,Urban Residential,Methamphetamine,Possession,3.0,22,Male,1,0,1,Low
DC04281,2024-02-18,Mumbai,Urban Residential,Methamphetamine,Possession,44.25,29,Male,0,0,1,Low
DC00050,2024-02-19,Mumbai,Commercial Zone,Cocaine,Possession,29.72,21,Male,1,0,0,Low
DC04786,2024-02-19,Delhi,Nightlife District,Cannabis,Distribution,58.14,24,Female,1,0,0,Medium
DC00554,2024-02-19,Hyderabad,Industrial Area,Heroin,Distribution,38.24,43,Male,0,0,1,Low
DC01945,2024-02-19,Pune,Nightlife District,Prescription Drugs,Possession,37.98,39,Male,1,0,1,Low
DC01327,2024-02-20,Mumbai,Urban Residential,Heroin,Distribution,17.31,14,Male,1,0,1,Medium
DC03008,2024-02-20,Chennai,Industrial Area,Prescription Drugs,Possession,86.19,14,Male,2,1,1,Medium
DC03873,2024-02-21,Mumbai,Urban Residential,Cannabis,Possession,6.86,40,Male,1,0,1,Low
DC01533,2024-02-21,Pune,Rural/Outskirts,Cannabis,Possession,11.93,15,Male,0,0,1,Low
DC03233,2024-02-21,Delhi,Urban Residential,Methamphetamine,Possession,1.69,22,Male,1,0,1,Low
DC00231,2024-02-22,Pune,Rural/Outskirts,Cocaine,Possession,16.47,20,Male,3,1,1,Low
DC04395,2024-02-22,Lucknow,Educational Zone,Cannabis,Possession,9.52,26,Male,1,0,0,Low
DC02597,2024-02-22,Delhi,Rural/Outskirts,Heroin,Possession,7.63,19,Male,2,1,0,Low
DC03122,2024-02-22,Delhi,Commercial Zone,Cannabis,Possession,136.05,23,Male,2,1,1,Medium
DC02495,2024-02-23,Bengaluru,Educational Zone,Prescription Drugs,Distribution,72.48,35,Male,0,0,1,Medium
DC03740,2024-02-23,Hyderabad,Commercial Zone,Prescription Drugs,Distribution,28.84,22,Male,0,0,1,Low
DC02157,2024-02-23,Mumbai,Rural/Outskirts,Cocaine,Public Consumption,5.08,29,Male,2,1,0,Low
DC04960,2024-02-23,Pune,Industrial Area,Cannabis,Trafficking,216.65,33,Male,2,1,1,High
DC04513,2024-02-23,Chennai,Nightlife District,Heroin,Possession,8.7,34,Male,0,0,1,Low
DC01866,2024-02-24,Lucknow,Rural/Outskirts,Prescription Drugs,Possession,67.62,23,Male,0,0,1,Low
DC01083,2024-02-24,Bengaluru,Educational Zone,Cannabis,Possession,61.24,16,Male,0,0,1,Low
DC04687,2024-02-24,Mumbai,Commercial Zone,Heroin,Distribution,2.86,34,Male,0,0,0,Low
DC03494,2024-02-24,Jaipur,Commercial Zone,Cannabis,Possession,3.29,29,Male,1,0,0,Low
DC04634,2024-02-25,Ahmedabad,Nightlife District,Cannabis,Possession,56.04,33,Male,1,0,0,Low
DC00777,2024-02-25,Mumbai,Commercial Zone,Methamphetamine,Possession,25.83,14,Male,0,0,1,Low
DC03142,2024-02-26,Jaipur,Industrial Area,Cocaine,Possession,14.92,34,Male,0,0,1,Low
DC00525,2024-02-27,Ahmedabad,Educational Zone,Heroin,Public Consumption,27.6,14,Male,2,1,1,Low
DC00927,2024-02-27,Delhi,Urban Residential,Prescription Drugs,Possession,13.78,24,Male,0,0,1,Low
DC02094,2024-02-27,Hyderabad,Industrial Area,MDMA,Possession,13.62,24,Female,0,0,0,Low
DC01544,2024-02-27,Delhi,Urban Residential,Cannabis,Distribution,151.09,28,Male,1,0,0,Medium
DC02173,2024-02-28,Mumbai,Urban Residential,Prescription Drugs,Trafficking,192.79,32,Female,3,1,1,High
DC03097,2024-02-28,Lucknow,Nightlife District,Prescription Drugs,Distribution,45.62,24,Male,1,0,0,Medium
DC02657,2024-02-28,Ahmedabad,Industrial Area,Prescription Drugs,Possession,36.04,33,Male,4,1,0,Medium
DC02417,2024-02-29,Delhi,Nightlife District,Prescription Drugs,Possession,2.74,34,Male,0,0,1,Low
DC03540,2024-02-29,Chennai,Urban Residential,Prescription Drugs,Possession,8.99,25,Male,0,0,1,Low
DC02086,2024-03-01,Bengaluru,Urban Residential,Heroin,Distribution,19.73,41,Female,0,0,1,Low
DC04322,2024-03-01,Lucknow,Industrial Area,Heroin,Possession,10.05,31,Male,1,0,1,Low
DC01271,2024-03-01,Kolkata,Urban Residential,Other Synthetic,Public Consumption,2.98,49,Male,4,1,1,Medium
DC00139,2024-03-01,Delhi,Commercial Zone,Prescription Drugs,Possession,5.04,35,Male,2,1,0,Low
DC01284,2024-03-01,Chennai,Industrial Area,Cocaine,Possession,48.01,42,Male,0,0,1,Low
DC03349,2024-03-02,Delhi,Educational Zone,Prescription Drugs,Possession,13.94,50,Male,2,1,1,Low
DC00190,2024-03-02,Mumbai,Educational Zone,Cannabis,Possession,20.69,26,Male,1,0,1,Low
DC04919,2024-03-03,Pune,Industrial Area,Cannabis,Public Consumption,5.03,30,Male,0,0,1,Low
DC01817,2024-03-03,Delhi,Nightlife District,Methamphetamine,Public Consumption,2.36,30,Male,0,0,1,Low
DC01816,2024-03-03,Lucknow,Urban Residential,Cannabis,Public Consumption,27.76,18,Male,1,0,1,Low
DC02627,2024-03-03,Chennai,Urban Residential,Cannabis,Possession,65.21,29,Female,1,0,0,Low
DC03929,2024-03-03,Kolkata,Urban Residential,Cocaine,Possession,3.74,19,Male,1,0,0,Low
DC03318,2024-03-03,Chennai,Urban Residential,Heroin,Possession,22.85,22,Male,0,0,1,Low
DC01390,2024-03-03,Bengaluru,Industrial Area,Prescription Drugs,Public Consumption,1.37,30,Male,0,0,0,Low
DC03170,2024-03-04,Bengaluru,Urban Residential,Prescription Drugs,Public Consumption,16.09,39,Male,0,0,1,Low
DC04390,2024-03-04,Chennai,Urban Residential,Cannabis,Public Consumption,13.68,27,Female,1,0,1,Low
DC03206,2024-03-05,Ahmedabad,Commercial Zone,Cannabis,Public Consumption,8.92,41,Male,2,1,1,Low
DC00569,2024-03-05,Jaipur,Nightlife District,Cannabis,Possession,2.71,35,Male,3,1,0,Low
DC02891,2024-03-05,Delhi,Commercial Zone,Other Synthetic,Possession,3.78,18,Male,2,1,1,Low
DC04002,2024-03-06,Ahmedabad,Commercial Zone,Prescription Drugs,Possession,3.37,19,Male,0,0,1,Low
DC04275,2024-03-07,Hyderabad,Industrial Area,Cannabis,Possession,8.05,49,Male,4,1,0,Medium
DC03971,2024-03-07,Lucknow,Urban Residential,Heroin,Public Consumption,1.06,24,Male,0,0,1,Low
DC03554,2024-03-07,Bengaluru,Urban Residential,Cannabis,Possession,98.22,33,Male,2,1,0,Medium
DC02511,2024-03-08,Chennai,Nightlife District,MDMA,Possession,13.53,33,Male,1,0,0,Low
DC04016,2024-03-08,Delhi,Urban Residential,Heroin,Possession,12.75,21,Male,0,0,0,Low
DC04817,2024-03-08,Jaipur,Industrial Area,Heroin,Public Consumption,6.86,37,Male,2,1,0,Low
DC01287,2024-03-08,Chennai,Industrial Area,Heroin,Possession,3.6,35,Male,2,1,1,Low
DC02234,2024-03-08,Ahmedabad,Educational Zone,Prescription Drugs,Possession,25.05,22,Male,0,0,1,Low
DC01944,2024-03-08,Kolkata,Commercial Zone,Methamphetamine,Public Consumption,2.05,31,Male,1,0,1,Low
DC03193,2024-03-08,Lucknow,Commercial Zone,Cannabis,Possession,24.81,29,Male,0,0,0,Low
DC00557,2024-03-08,Mumbai,Urban Residential,MDMA,Possession,0.5,34,Female,3,1,1,Low
DC02700,2024-03-09,Pune,Commercial Zone,Cannabis,Distribution,11.65,26,Female,2,1,1,Medium
DC02609,2024-03-09,Kolkata,Urban Residential,Methamphetamine,Public Consumption,3.11,38,Male,3,1,1,Low
DC02252,2024-03-09,Jaipur,Commercial Zone,Cannabis,Possession,6.6,17,Male,1,0,0,Low
DC03615,2024-03-09,Delhi,Commercial Zone,Cannabis,Possession,14.11,26,Male,2,1,1,Low
DC03107,2024-03-10,Pune,Educational Zone,Cocaine,Distribution,54.36,24,Male,1,0,1,Medium
DC04627,2024-03-10,Delhi,Urban Residential,Cannabis,Possession,13.34,34,Female,2,1,0,Low
DC03927,2024-03-10,Hyderabad,Urban Residential,MDMA,Public Consumption,2.45,30,Male,2,1,1,Low
DC02452,2024-03-10,Lucknow,Nightlife District,Other Synthetic,Possession,4.8,35,Male,2,1,1,Low
DC04095,2024-03-10,Delhi,Urban Residential,Cocaine,Public Consumption,11.01,38,Male,1,0,1,Low
DC00125,2024-03-11,Mumbai,Urban Residential,Heroin,Distribution,8.28,16,Male,2,1,1,Medium
DC01550,2024-03-11,Kolkata,Urban Residential,Cannabis,Possession,81.31,34,Male,0,0,1,Low
DC02471,2024-03-12,Mumbai,Rural/Outskirts,MDMA,Public Consumption,1.44,37,Male,0,0,0,Low
DC02632,2024-03-12,Kolkata,Urban Residential,Prescription Drugs,Possession,15.95,30,Male,3,1,1,Low
DC00695,2024-03-13,Mumbai,Nightlife District,Prescription Drugs,Distribution,80.39,15,Male,0,0,1,Medium
DC01947,2024-03-13,Bengaluru,Urban Residential,Cannabis,Possession,17.43,24,Male,0,0,0,Low
DC03096,2024-03-13,Kolkata,Nightlife District,Cannabis,Possession,47.01,27,Male,2,1,0,Low
DC04647,2024-03-13,Kolkata,Educational Zone,Cannabis,Possession,5.58,32,Male,2,1,1,Low
DC01577,2024-03-13,Chennai,Urban Residential,Other Synthetic,Possession,5.97,20,Male,2,1,1,Low
DC01332,2024-03-13,Pune,Urban Residential,MDMA,Public Consumption,6.83,36,Male,0,0,1,Low
DC03282,2024-03-14,Mumbai,Industrial Area,MDMA,Possession,7.72,20,Male,1,0,1,Low
DC01512,2024-03-14,Pune,Urban Residential,Methamphetamine,Public Consumption,4.28,27,Male,1,0,0,Low
DC00086,2024-03-14,Delhi,Industrial Area,Cannabis,Possession,151.59,29,Male,1,0,1,Medium
DC00322,2024-03-14,Pune,Urban Residential,Cannabis,Trafficking,94.98,22,Male,2,1,1,High
DC02215,2024-03-15,Pune,Commercial Zone,Prescription Drugs,Public Consumption,6.55,29,Male,1,0,1,Low
DC00994,2024-03-15,Hyderabad,Commercial Zone,Cannabis,Possession,26.28,36,Male,2,1,0,Low
DC02336,2024-03-15,Delhi,Educational Zone,Cannabis,Trafficking,80.37,22,Male,2,1,1,High
DC03274,2024-03-15,Hyderabad,Nightlife District,Cannabis,Possession,72.62,27,Male,2,1,1,Medium
DC01396,2024-03-16,Ahmedabad,Nightlife District,Methamphetamine,Public Consumption,11.9,37,Male,2,1,0,Low
DC01886,2024-03-17,Bengaluru,Commercial Zone,Prescription Drugs,Possession,25.27,21,Female,0,0,1,Low
DC02314,2024-03-18,Kolkata,Urban Residential,Methamphetamine,Possession,12.59,30,Male,1,0,0,Low
DC00651,2024-03-19,Chennai,Nightlife District,Cocaine,Possession,27.64,25,Male,1,0,0,Low
DC01582,2024-03-19,Delhi,Rural/Outskirts,Other Synthetic,Distribution,2.79,21,Male,0,0,1,Low
DC01197,2024-03-19,Lucknow,Urban Residential,Cocaine,Distribution,69.85,39,Female,2,1,1,Medium
DC03181,2024-03-19,Mumbai,Urban Residential,Heroin,Public Consumption,21.55,36,Male,0,0,1,Low
DC02028,2024-03-20,Lucknow,Industrial Area,Methamphetamine,Public Consumption,4.58,14,Male,0,0,0,Low
DC03933,2024-03-20,Kolkata,Industrial Area,Other Synthetic,Possession,1.45,19,Male,3,1,1,Low
DC00636,2024-03-20,Bengaluru,Urban Residential,Cannabis,Possession,3.72,36,Male,3,1,1,Low
DC01226,2024-03-20,Kolkata,Rural/Outskirts,Methamphetamine,Possession,6.15,24,Male,1,0,1,Low
DC03646,2024-03-20,Mumbai,Urban Residential,Cannabis,Distribution,155.28,21,Female,2,1,1,High
DC02402,2024-03-20,Chennai,Urban Residential,Cannabis,Trafficking,59.83,18,Female,4,1,1,High
DC03956,2024-03-21,Jaipur,Commercial Zone,Prescription Drugs,Public Consumption,39.88,29,Male,1,0,1,Low
DC02378,2024-03-21,Pune,Urban Residential,Cannabis,Distribution,13.17,39,Male,0,0,0,Low
DC01223,2024-03-21,Bengaluru,Nightlife District,Methamphetamine,Public Consumption,5.78,30,Male,1,0,0,Low
DC01165,2024-03-22,Mumbai,Commercial Zone,Cannabis,Trafficking,92.6,23,Male,1,0,1,High
DC01207,2024-03-22,Kolkata,Educational Zone,Cannabis,Possession,145.73,33,Male,1,0,1,Medium
DC01120,2024-03-23,Mumbai,Rural/Outskirts,Prescription Drugs,Distribution,50.23,22,Male,0,0,1,Medium
DC01596,2024-03-23,Hyderabad,Urban Residential,Prescription Drugs,Possession,26.0,16,Male,0,0,1,Low
DC04973,2024-03-23,Hyderabad,Commercial Zone,Cannabis,Distribution,103.11,14,Male,0,0,0,Medium
DC01605,2024-03-24,Chennai,Commercial Zone,Other Synthetic,Public Consumption,0.78,14,Female,2,1,1,Low
DC03368,2024-03-24,Delhi,Commercial Zone,Cannabis,Trafficking,60.64,37,Male,2,1,0,High
DC00702,2024-03-24,Chennai,Rural/Outskirts,MDMA,Possession,24.27,33,Male,1,0,1,Low
DC03393,2024-03-24,Jaipur,Industrial Area,MDMA,Possession,9.01,20,Male,2,1,0,Low
DC01501,2024-03-25,Bengaluru,Urban Residential,Cocaine,Public Consumption,2.93,28,Female,2,1,1,Low
DC04877,2024-03-25,Hyderabad,Educational Zone,Cocaine,Possession,19.51,33,Male,1,0,1,Low
DC03636,2024-03-25,Bengaluru,Rural/Outskirts,Cannabis,Possession,2.07,22,Male,1,0,1,Low
DC00621,2024-03-26,Mumbai,Urban Residential,Prescription Drugs,Possession,7.68,45,Male,1,0,1,Low
DC04298,2024-03-26,Mumbai,Commercial Zone,Other Synthetic,Possession,7.82,21,Male,0,0,1,Low
DC02785,2024-03-26,Ahmedabad,Urban Residential,Other Synthetic,Possession,6.87,39,Female,0,0,1,Low
DC00010,2024-03-26,Kolkata,Urban Residential,MDMA,Possession,0.7,27,Male,1,0,0,Low
DC01813,2024-03-26,Delhi,Industrial Area,Other Synthetic,Possession,1.01,41,Female,2,1,0,Low
DC04765,2024-03-26,Hyderabad,Educational Zone,MDMA,Possession,11.13,34,Male,3,1,0,Low
DC04654,2024-03-26,Ahmedabad,Urban Residential,Cannabis,Distribution,6.22,23,Male,2,1,1,Medium
DC00399,2024-03-27,Pune,Urban Residential,Cannabis,Distribution,143.47,35,Male,1,0,1,Medium
DC04436,2024-03-28,Delhi,Urban Residential,Cannabis,Possession,3.57,22,Male,2,1,1,Low
DC01655,2024-03-28,Chennai,Commercial Zone,Cannabis,Public Consumption,12.65,42,Male,3,1,0,Medium
DC01687,2024-03-28,Jaipur,Industrial Area,MDMA,Possession,2.19,21,Male,2,1,0,Low
DC04500,2024-03-29,Bengaluru,Urban Residential,Prescription Drugs,Public Consumption,7.73,28,Male,0,0,0,Low
DC02568,2024-03-29,Delhi,Educational Zone,Cannabis,Possession,98.43,26,Male,1,0,1,Low
DC01466,2024-03-29,Chennai,Nightlife District,Heroin,Public Consumption,34.56,27,Female,2,1,1,Low
DC03380,2024-03-30,Kolkata,Nightlife District,Cocaine,Possession,25.93,19,Female,1,0,1,Low
DC00713,2024-03-30,Bengaluru,Nightlife District,Prescription Drugs,Possession,5.16,16,Male,1,0,0,Low
DC00460,2024-03-30,Mumbai,Urban Residential,Prescription Drugs,Public Consumption,13.99,32,Male,0,0,0,Low
DC00425,2024-03-30,Chennai,Commercial Zone,MDMA,Possession,2.75,36,Male,2,1,0,Low
DC03750,2024-03-30,Jaipur,Urban Residential,Cannabis,Public Consumption,41.8,34,Male,3,1,1,Medium
DC04421,2024-03-30,Chennai,Industrial Area,Cannabis,Possession,35.66,14,Female,0,0,0,Low
DC04734,2024-03-30,Lucknow,Commercial Zone,Cocaine,Public Consumption,16.23,35,Male,1,0,1,Low
DC04779,2024-03-31,Mumbai,Educational Zone,Heroin,Distribution,10.21,17,Male,1,0,1,Medium
DC02259,2024-03-31,Delhi,Nightlife District,Cannabis,Possession,2.97,25,Male,1,0,1,Low
DC01481,2024-03-31,Ahmedabad,Commercial Zone,Other Synthetic,Possession,3.67,27,Female,0,0,1,Low
DC00273,2024-03-31,Ahmedabad,Educational Zone,Cannabis,Possession,5.31,18,Male,1,0,1,Low
DC02007,2024-04-01,Bengaluru,Commercial Zone,Methamphetamine,Possession,2.93,19,Male,1,0,0,Low
DC00791,2024-04-01,Mumbai,Industrial Area,Cocaine,Possession,42.55,24,Female,4,1,0,Medium
DC01893,2024-04-01,Ahmedabad,Commercial Zone,Prescription Drugs,Distribution,3.07,25,Male,1,0,1,Low
DC01081,2024-04-01,Pune,Commercial Zone,Cannabis,Trafficking,304.69,24,Male,5,1,1,High
DC00592,2024-04-01,Kolkata,Urban Residential,MDMA,Possession,15.15,27,Female,1,0,1,Low
DC03885,2024-04-01,Jaipur,Industrial Area,Heroin,Possession,1.31,30,Female,0,0,1,Low
DC02170,2024-04-02,Delhi,Commercial Zone,Cannabis,Possession,18.43,32,Male,1,0,1,Low
DC04535,2024-04-02,Hyderabad,Nightlife District,Cocaine,Possession,22.12,18,Male,2,1,1,Low
DC01009,2024-04-02,Delhi,Commercial Zone,Cannabis,Possession,74.29,28,Female,1,0,0,Low
DC01937,2024-04-03,Delhi,Nightlife District,Prescription Drugs,Public Consumption,32.18,20,Female,1,0,1,Low
DC02113,2024-04-03,Mumbai,Commercial Zone,Heroin,Possession,15.99,25,Male,1,0,0,Low
DC04549,2024-04-03,Kolkata,Urban Residential,Cannabis,Public Consumption,13.02,31,Male,1,0,0,Low
DC01917,2024-04-04,Jaipur,Industrial Area,Prescription Drugs,Possession,9.55,30,Male,1,0,0,Low
DC02866,2024-04-04,Hyderabad,Nightlife District,Cocaine,Possession,2.64,20,Male,1,0,1,Low
DC01471,2024-04-04,Hyderabad,Educational Zone,Methamphetamine,Possession,12.26,26,Male,0,0,1,Low
DC01245,2024-04-04,Pune,Commercial Zone,Prescription Drugs,Public Consumption,10.08,33,Male,2,1,1,Low
DC03209,2024-04-04,Bengaluru,Nightlife District,Prescription Drugs,Public Consumption,44.86,34,Male,2,1,0,Low
DC00128,2024-04-04,Ahmedabad,Urban Residential,MDMA,Trafficking,58.56,35,Female,1,0,1,Medium
DC02790,2024-04-05,Lucknow,Nightlife District,Cannabis,Distribution,42.34,40,Male,3,1,1,Medium
DC03468,2024-04-05,Kolkata,Commercial Zone,Cocaine,Possession,21.61,22,Male,1,0,1,Low
DC00988,2024-04-05,Bengaluru,Urban Residential,MDMA,Possession,1.12,14,Male,2,1,1,Low
DC02706,2024-04-06,Ahmedabad,Urban Residential,Methamphetamine,Public Consumption,20.91,16,Male,3,1,1,Medium
DC02124,2024-04-06,Bengaluru,Commercial Zone,Cannabis,Possession,30.31,27,Male,1,0,0,Low
DC01375,2024-04-07,Delhi,Industrial Area,Cannabis,Public Consumption,8.92,31,Male,3,1,1,Medium
DC03851,2024-04-07,Bengaluru,Nightlife District,Cannabis,Distribution,50.89,29,Male,1,0,1,Medium
DC04881,2024-04-07,Mumbai,Industrial Area,MDMA,Distribution,1.18,38,Male,3,1,1,Medium
DC03985,2024-04-07,Ahmedabad,Industrial Area,Cannabis,Possession,10.63,46,Male,2,1,0,Low
DC01588,2024-04-08,Delhi,Urban Residential,MDMA,Distribution,0.5,36,Male,2,1,0,Medium
DC02844,2024-04-09,Lucknow,Commercial Zone,Cannabis,Distribution,88.32,26,Male,2,1,1,Medium
DC03966,2024-04-09,Pune,Urban Residential,Methamphetamine,Possession,15.69,48,Male,1,0,0,Low
DC04138,2024-04-09,Delhi,Urban Residential,Cannabis,Possession,22.52,14,Male,0,0,0,Low
DC01513,2024-04-10,Lucknow,Commercial Zone,Prescription Drugs,Possession,40.55,27,Male,3,1,1,Medium
DC04496,2024-04-10,Hyderabad,Rural/Outskirts,Cannabis,Public Consumption,49.71,27,Male,2,1,1,Medium
DC02383,2024-04-10,Jaipur,Industrial Area,Cocaine,Possession,22.48,34,Male,1,0,0,Low
DC03238,2024-04-11,Lucknow,Nightlife District,Methamphetamine,Public Consumption,1.5,27,Male,0,0,1,Low
DC00782,2024-04-11,Hyderabad,Commercial Zone,Cannabis,Possession,19.83,39,Female,0,0,0,Low
DC00919,2024-04-11,Pune,Industrial Area,MDMA,Possession,14.32,22,Male,1,0,0,Low
DC03486,2024-04-11,Hyderabad,Industrial Area,Cannabis,Possession,58.2,22,Male,1,0,0,Low
DC03970,2024-04-12,Delhi,Nightlife District,Cannabis,Distribution,37.95,48,Female,0,0,1,Low
DC03618,2024-04-12,Ahmedabad,Urban Residential,Cannabis,Distribution,27.08,14,Male,2,1,1,Medium
DC01399,2024-04-12,Kolkata,Urban Residential,Methamphetamine,Public Consumption,2.24,26,Male,2,1,1,Low
DC00188,2024-04-12,Hyderabad,Rural/Outskirts,MDMA,Possession,10.01,33,Male,0,0,0,Low
DC01392,2024-04-12,Chennai,Industrial Area,Cannabis,Possession,20.45,30,Male,2,1,1,Low
DC04530,2024-04-12,Mumbai,Urban Residential,Cannabis,Public Consumption,43.04,25,Male,0,0,0,Low
DC02530,2024-04-12,Lucknow,Urban Residential,Cocaine,Public Consumption,6.74,49,Male,0,0,1,Low
DC03723,2024-04-12,Lucknow,Nightlife District,Cannabis,Distribution,108.2,30,Male,0,0,1,Medium
DC01384,2024-04-13,Delhi,Urban Residential,Heroin,Possession,8.38,18,Male,1,0,0,Low
DC00972,2024-04-13,Lucknow,Urban Residential,Cocaine,Distribution,25.83,22,Male,1,0,0,Medium
DC04433,2024-04-13,Bengaluru,Nightlife District,Cocaine,Distribution,20.87,23,Male,2,1,1,Medium
DC03814,2024-04-13,Kolkata,Nightlife District,MDMA,Possession,28.91,26,Male,0,0,1,Low
DC03775,2024-04-14,Kolkata,Educational Zone,Prescription Drugs,Public Consumption,6.78,14,Female,4,1,0,Medium
DC01800,2024-04-14,Chennai,Urban Residential,Cocaine,Possession,4.31,23,Female,1,0,1,Low
DC00721,2024-04-14,Lucknow,Urban Residential,Prescription Drugs,Distribution,97.29,27,Male,2,1,1,Medium
DC01792,2024-04-14,Pune,Urban Residential,Cannabis,Possession,7.65,17,Male,0,0,0,Low
DC01349,2024-04-14,Lucknow,Urban Residential,Prescription Drugs,Public Consumption,29.82,28,Male,1,0,0,Low
DC04241,2024-04-15,Kolkata,Industrial Area,Prescription Drugs,Public Consumption,42.46,34,Male,0,0,1,Low
DC00365,2024-04-15,Lucknow,Commercial Zone,Prescription Drugs,Distribution,52.28,32,Male,0,0,0,Medium
DC04427,2024-04-15,Mumbai,Urban Residential,Cocaine,Possession,85.61,28,Male,1,0,1,Low
DC03061,2024-04-15,Delhi,Urban Residential,Cannabis,Possession,53.02,36,Male,0,0,0,Low
DC04100,2024-04-15,Chennai,Educational Zone,Cocaine,Possession,11.05,33,Male,1,0,0,Low
DC04444,2024-04-15,Delhi,Educational Zone,MDMA,Public Consumption,10.69,16,Male,0,0,1,Low
DC00300,2024-04-15,Chennai,Urban Residential,Heroin,Possession,5.36,26,Male,1,0,0,Low
DC02778,2024-04-15,Mumbai,Urban Residential,Cannabis,Possession,140.22,31,Male,3,1,0,Medium
DC02957,2024-04-16,Pune,Urban Residential,Other Synthetic,Distribution,2.84,18,Male,1,0,0,Low
DC00535,2024-04-16,Pune,Urban Residential,Cocaine,Distribution,2.54,26,Male,2,1,0,Medium
DC03916,2024-04-17,Delhi,Urban Residential,Other Synthetic,Possession,2.13,15,Male,2,1,0,Low
DC00879,2024-04-17,Chennai,Educational Zone,MDMA,Possession,17.18,36,Male,0,0,1,Low
DC04335,2024-04-17,Delhi,Urban Residential,Cocaine,Possession,1.11,40,Male,0,0,1,Low
DC01337,2024-04-17,Mumbai,Nightlife District,Cannabis,Possession,1.04,24,Male,3,1,0,Low
DC04788,2024-04-17,Jaipur,Nightlife District,Other Synthetic,Possession,20.13,31,Male,2,1,0,Low
DC03083,2024-04-17,Mumbai,Rural/Outskirts,Cannabis,Public Consumption,42.04,27,Male,3,1,1,Medium
DC04559,2024-04-17,Lucknow,Educational Zone,Cannabis,Possession,18.13,31,Male,2,1,1,Low
DC02137,2024-04-17,Chennai,Urban Residential,Cocaine,Distribution,101.64,43,Male,0,0,0,Medium
DC02400,2024-04-18,Kolkata,Nightlife District,Cannabis,Distribution,55.19,27,Male,1,0,1,Medium
DC00942,2024-04-18,Hyderabad,Commercial Zone,Methamphetamine,Possession,47.95,50,Male,2,1,1,Low
DC02168,2024-04-18,Mumbai,Nightlife District,Cannabis,Possession,47.93,33,Male,2,1,0,Low
